7.39E-01	7.76E-11	4.13E-11	2.67E-11
7.48E-01	7.68E-11	4.08E-11	2.64E-11
7.56E-01	7.59E-11	4.04E-11	2.61E-11
7.65E-01	7.50E-11	3.99E-11	2.58E-11
7.74E-01	7.41E-11	3.94E-11	2.55E-11
7.83E-01	7.33E-11	3.90E-11	2.52E-11
7.92E-01	7.24E-11	3.85E-11	2.49E-11
8.02E-01	7.16E-11	3.81E-11	2.46E-11
8.11E-01	7.07E-11	3.77E-11	2.43E-11
8.21E-01	6.99E-11	3.72E-11	2.41E-11
8.30E-01	6.91E-11	3.68E-11	2.38E-11
8.40E-01	6.83E-11	3.64E-11	2.35E-11
8.50E-01	6.75E-11	3.59E-11	2.32E-11
8.60E-01	6.68E-11	3.55E-11	2.30E-11
8.70E-01	6.60E-11	3.51E-11	2.27E-11
8.80E-01	6.52E-11	3.47E-11	2.24E-11
8.90E-01	6.45E-11	3.43E-11	2.22E-11
9.01E-01	6.37E-11	3.39E-11	2.19E-11
9.11E-01	6.30E-11	3.35E-11	2.17E-11
9.22E-01	6.23E-11	3.31E-11	2.14E-11
9.33E-01	6.15E-11	3.27E-11	2.12E-11
9.44E-01	6.08E-11	3.24E-11	2.09E-11
9.55E-01	6.01E-11	3.20E-11	2.07E-11
9.66E-01	5.94E-11	3.16E-11	2.04E-11
9.77E-01	5.87E-11	3.13E-11	2.02E-11
9.88E-01	5.81E-11	3.09E-11	2.00E-11
1.00E+00	5.81E-11	3.09E-11	2.00E-11
1.02E+00	5.67E-11	3.02E-11	1.95E-11
1.05E+00	5.54E-11	2.95E-11	1.91E-11
1.07E+00	5.41E-11	2.88E-11	1.86E-11
1.10E+00	5.29E-11	2.82E-11	1.82E-11
1.12E+00	5.17E-11	2.75E-11	1.78E-11
1.15E+00	5.05E-11	2.69E-11	1.74E-11
1.18E+00	4.93E-11	2.62E-11	1.70E-11
1.20E+00	4.82E-11	2.56E-11	1.66E-11
1.23E+00	4.71E-11	2.51E-11	1.62E-11
1.26E+00	4.60E-11	2.45E-11	1.58E-11
1.29E+00	4.49E-11	2.39E-11	1.55E-11
1.32E+00	4.39E-11	2.34E-11	1.51E-11
1.35E+00	4.29E-11	2.28E-11	1.48E-11
1.38E+00	4.19E-11	2.23E-11	1.44E-11
1.42E+00	4.09E-11	2.18E-11	1.41E-11
1.45E+00	4.00E-11	2.13E-11	1.38E-11
1.48E+00	3.91E-11	2.08E-11	1.34E-11
1.52E+00	3.82E-11	2.03E-11	1.31E-11
1.56E+00	3.73E-11	1.98E-11	1.28E-11
1.59E+00	3.64E-11	1.94E-11	1.25E-11
1.63E+00	3.56E-11	1.89E-11	1.22E-11
1.67E+00	3.48E-11	1.85E-11	1.20E-11
1.71E+00	3.40E-11	1.81E-11	1.17E-11
1.75E+00	3.32E-11	1.77E-11	1.14E-11
1.79E+00	3.24E-11	1.73E-11	1.12E-11
1.83E+00	3.17E-11	1.69E-11	1.09E-11
1.87E+00	3.09E-11	1.65E-11	1.06E-11
1.92E+00	3.02E-11	1.61E-11	1.04E-11
